Case ID;RemainingTime[s];ElapsedTime[s];Activity;Resource;Start Timestamp;Complete Timestamp;Span;Work Order  Qty;Part Desc.;Worker ID;Report Type;Qty Completed;Qty Rejected;Qty for MRB;Rework
Case18;5592180.0;644280.0;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;2012/01/25 07:03:00.000;2012/01/25 16:05:00.000;009:02;557;Cable Head;ID4932;D;34;0;0;
Case18;5590260.0;646200.0;Laser Marking - Machine 7;Machine 7- Laser Marking;2012/01/25 14:49:00.000;2012/01/25 14:50:00.000;000:01;557;Cable Head;ID0998;D;45;0;0;
Case18;5587920.0;648540.0;Laser Marking - Machine 7;Machine 7- Laser Marking;2012/01/25 15:21:00.000;2012/01/25 15:47:00.000;000:26;557;Cable Head;ID4882;D;45;0;0;
Case18;5572200.0;664260.0;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;2012/01/25 16:00:00.000;2012/01/25 20:22:00.000;004:22;557;Cable Head;ID4167;D;16;0;0;
Case18;5534940.0;701520.0;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;2012/01/25 20:24:00.000;2012/01/26 06:43:00.000;010:19;557;Cable Head;ID4529;D;38;0;0;
Case18;5523120.0;713340.0;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;2012/01/26 06:44:00.000;2012/01/26 16:01:00.000;009:17;557;Cable Head;ID4932;D;34;0;0;
Case18;5511120.0;725340.0;Turning & Milling Q.C.;Quality Check 1;2012/01/26 10:00:00.000;2012/01/26 12:50:00.000;002:50;557;Cable Head;ID4163;D;0;0;0;
Case18;5502840.0;733620.0;Turning & Milling Q.C.;Quality Check 1;2012/01/26 13:20:00.000;2012/01/26 14:00:00.000;000:40;557;Cable Head;ID4163;D;0;0;0;
Case18;5499300.0;737160.0;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;2012/01/26 15:38:00.000;2012/01/26 16:38:00.000;001:00;557;Cable Head;ID4167;D;3;0;0;
Case18;5499240.0;737220.0;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;2012/01/26 16:37:00.000;2012/01/26 16:38:00.000;000:01;557;Cable Head;ID4167;D;0;0;0;
Case18;5473680.0;762780.0;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;2012/01/26 16:39:00.000;2012/01/26 23:44:00.000;007:05;557;Cable Head;ID4167;D;28;0;0;
Case18;5466420.0;770040.0;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;2012/01/27 01:44:00.000;2012/01/27 01:45:00.000;000:01;557;Cable Head;ID4529;D;0;0;0;
Case18;5449860.0;786600.0;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;2012/01/27 01:45:00.000;2012/01/27 06:21:00.000;004:36;557;Cable Head;ID4529;D;20;0;0;
Case18;5426880.0;809580.0;Turning & Milling Q.C.;Quality Check 1;2012/01/27 09:00:00.000;2012/01/27 12:44:00.000;003:44;557;Cable Head;ID4163;D;182;0;0;
Case18;5253480.0;982980.0;Laser Marking - Machine 7;Machine 7- Laser Marking;2012/01/29 10:43:00.000;2012/01/29 12:54:00.000;002:11;557;Cable Head;ID4882;D;182;0;0;
Case18;5239200.0;997260.0;Turning & Milling Q.C.;Quality Check 1;2012/01/29 13:20:00.000;2012/01/29 16:52:00.000;003:32;557;Cable Head;ID4163;D;85;0;0;
Case18;5186100.0;1050360.0;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;2012/01/30 07:33:00.000;2012/01/30 08:35:00.000;001:02;557;Cable Head;ID4167;D;8;0;0;
Case18;5182620.0;1053840.0;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;2012/01/30 07:37:00.000;2012/01/30 23:38:00.000;016:01;557;Cable Head;ID4167;D;63;0;0;
Case18;5152500.0;1083960.0;Laser Marking - Machine 7;Machine 7- Laser Marking;2012/01/30 08:28:00.000;2012/01/30 09:34:00.000;001:06;557;Cable Head;ID0998;D;58;0;0;
Case18;5128440.0;1108020.0;Laser Marking - Machine 7;Machine 7- Laser Marking;2012/01/30 16:57:00.000;2012/01/30 16:58:00.000;000:01;557;Cable Head;ID0998;D;64;0;0;
Case18;5101080.0;1135380.0;Turning & Milling Q.C.;Quality Check 1;2012/01/31 07:00:00.000;2012/01/31 07:14:00.000;000:14;557;Cable Head;ID4163;D;2;0;76;
Case18;5013720.0;1222740.0;Turning & Milling Q.C.;Quality Check 1;2012/02/01 07:00:00.000;2012/02/01 07:30:00.000;000:30;557;Cable Head;ID4163;D;0;2;0;
Case18;5013720.0;1222740.0;Turning & Milling Q.C.;Quality Check 1;2012/02/01 07:30:00.000;2012/02/01 09:19:00.000;001:49;557;Cable Head;ID4163;D;0;1;0;
Case18;5007180.0;1229280.0;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;2012/02/01 07:30:00.000;2012/02/01 07:50:00.000;000:20;557;Cable Head;ID4163;D;0;0;0;
Case18;3957720.0;2278740.0;Turning & Milling Q.C.;Quality Check 1;2012/02/13 10:30:00.000;2012/02/13 12:50:00.000;002:20;557;Cable Head;ID4163;D;0;0;0;
Case18;3768360.0;2468100.0;Lapping - Machine 1;Machine 1 - Lapping;2012/02/15 16:43:00.000;2012/02/15 17:26:00.000;000:43;557;Cable Head;ID0998;D;10;0;0;
Case18;3695640.0;2540820.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/02/16 07:59:00.000;2012/02/16 13:39:00.000;005:40;557;Cable Head;ID4355;D;16;0;0;
Case18;3695580.0;2540880.0;Lapping - Machine 1;Machine 1 - Lapping;2012/02/16 13:38:00.000;2012/02/16 13:39:00.000;000:01;557;Cable Head;ID0998;D;6;0;0;
Case18;3433440.0;2803020.0;Lapping - Machine 1;Machine 1 - Lapping;2012/02/19 08:21:00.000;2012/02/19 14:28:00.000;006:07;557;Cable Head;ID0998;D;0;0;0;
Case18;3165180.0;3071280.0;Lapping - Machine 1;Machine 1 - Lapping;2012/02/22 09:29:00.000;2012/02/22 16:59:00.000;007:30;557;Cable Head;ID0998;D;78;0;0;
Case18;3115560.0;3120900.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/02/23 00:27:00.000;2012/02/23 06:46:00.000;006:19;557;Cable Head;ID4445;D;20;0;0;
Case18;3114900.0;3121560.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/02/23 06:56:00.000;2012/02/23 06:57:00.000;024:01;557;Cable Head;ID0420;D;27;0;0;
Case18;3106980.0;3129480.0;Lapping - Machine 1;Machine 1 - Lapping;2012/02/23 07:38:00.000;2012/02/23 12:45:00.000;005:07;557;Cable Head;ID4882;D;0;0;0;
Case18;3094020.0;3142440.0;Lapping - Machine 1;Machine 1 - Lapping;2012/02/23 09:09:00.000;2012/02/23 12:26:00.000;003:17;557;Cable Head;ID0998;D;93;0;0;
Case18;3029820.0;3206640.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/02/24 00:33:00.000;2012/02/24 06:35:00.000;006:02;557;Cable Head;ID4445;D;16;0;0;
Case18;3010800.0;3225660.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/02/24 06:59:00.000;2012/02/24 11:52:00.000;004:53;557;Cable Head;ID0420;D;18;0;0;
Case18;2856900.0;3379560.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/02/25 22:05:00.000;2012/02/26 06:37:00.000;008:32;557;Cable Head;ID4528;D;24;0;0;
Case18;2837520.0;3398940.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/02/26 09:28:00.000;2012/02/26 15:54:00.000;006:26;557;Cable Head;ID4355;D;19;0;0;
Case18;2832720.0;3403740.0;Final Inspection Q.C.;Quality Check 1;2012/02/26 12:00:00.000;2012/02/26 12:50:00.000;000:50;557;Cable Head;ID4163;D;0;0;0;
Case18;2815800.0;3420660.0;Final Inspection Q.C.;Quality Check 1;2012/02/26 13:20:00.000;2012/02/26 18:02:00.000;004:42;557;Cable Head;ID4163;D;0;0;0;
Case18;2781480.0;3454980.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/02/26 20:25:00.000;2012/02/27 03:34:00.000;007:09;557;Cable Head;ID0420;D;23;0;0;
Case18;2769960.0;3466500.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/02/27 03:40:00.000;2012/02/27 06:46:00.000;003:06;557;Cable Head;ID4385;D;9;0;0;
Case18;2769120.0;3467340.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/02/27 06:50:00.000;2012/02/27 13:34:00.000;006:44;557;Cable Head;ID4355;D;15;0;0;
Case18;2758320.0;3478140.0;Final Inspection Q.C.;Quality Check 1;2012/02/27 07:00:00.000;2012/02/27 08:40:00.000;001:40;557;Cable Head;ID4163;D;0;0;0;
Case18;2745420.0;3491040.0;Final Inspection Q.C.;Quality Check 1;2012/02/27 10:00:00.000;2012/02/27 16:12:00.000;006:12;557;Cable Head;ID4163;D;0;0;0;
Case18;2736000.0;3500460.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/02/27 13:35:00.000;2012/02/27 14:16:00.000;000:41;557;Cable Head;ID4355;D;0;0;0;
Case18;2704320.0;3532140.0;Packing;Packing;2012/02/28 00:00:00.000;2012/02/28 01:00:00.000;000:00;557;Cable Head;ID4820;D;2;0;0;
Case18;2676720.0;3559740.0;Final Inspection Q.C.;Quality Check 1;2012/02/28 07:00:00.000;2012/02/28 08:40:00.000;001:40;557;Cable Head;ID4163;D;2;0;0;
Case18;2665320.0;3571140.0;Final Inspection Q.C.;Quality Check 1;2012/02/28 09:00:00.000;2012/02/28 11:50:00.000;002:50;557;Cable Head;ID4163;D;0;0;0;
Case18;2659920.0;3576540.0;Lapping - Machine 1;Machine 1 - Lapping;2012/02/28 12:28:00.000;2012/02/28 14:08:00.000;001:40;557;Cable Head;ID4882;D;0;0;0;
Case18;2657040.0;3579420.0;Final Inspection Q.C.;Quality Check 1;2012/02/28 13:20:00.000;2012/02/28 18:02:00.000;004:42;557;Cable Head;ID4163;D;0;0;0;
Case18;2652360.0;3584100.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/02/28 13:48:00.000;2012/02/28 16:39:00.000;002:51;557;Cable Head;ID4355;S;1;0;0;
Case18;2647920.0;3588540.0;Lapping - Machine 1;Machine 1 - Lapping;2012/02/28 14:11:00.000;2012/02/28 15:26:00.000;000:00;557;Cable Head;ID0998;D;66;0;0;
Case18;2643420.0;3593040.0;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;2012/02/28 16:40:00.000;2012/02/28 17:55:00.000;000:00;557;Cable Head;ID4355;D;0;0;0;
Case18;2640060.0;3596400.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/02/28 16:41:00.000;2012/02/28 18:51:00.000;002:10;557;Cable Head;ID4355;D;2;0;0;
Case18;2621520.0;3614940.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/02/28 20:20:00.000;2012/02/29 01:05:00.000;004:45;557;Cable Head;ID0420;D;12;0;0;
Case18;2617920.0;3618540.0;Packing;Packing;2012/02/29 00:00:00.000;2012/02/29 01:00:00.000;000:00;557;Cable Head;ID4820;D;75;0;0;
Case18;2617020.0;3619440.0;Lapping - Machine 1;Machine 1 - Lapping;2012/02/29 00:00:00.000;2012/02/29 01:15:00.000;000:00;557;Cable Head;ID4882;D;0;0;0;
Case18;2597940.0;3638520.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/02/29 01:28:00.000;2012/02/29 06:33:00.000;005:05;557;Cable Head;ID4385;D;10;0;0;
Case18;2590920.0;3645540.0;Final Inspection Q.C.;Quality Check 1;2012/02/29 07:00:00.000;2012/02/29 08:30:00.000;001:30;557;Cable Head;ID4163;D;0;0;0;
Case18;2585520.0;3650940.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/02/29 09:14:00.000;2012/02/29 15:53:00.000;006:39;557;Cable Head;ID4355;D;17;0;0;
Case18;2573520.0;3662940.0;Final Inspection Q.C.;Quality Check 1;2012/02/29 10:00:00.000;2012/02/29 11:30:00.000;001:30;557;Cable Head;ID4163;D;75;0;0;
Case18;2569920.0;3666540.0;Final Inspection Q.C.;Quality Check 1;2012/02/29 13:20:00.000;2012/02/29 14:20:00.000;001:00;557;Cable Head;ID4163;D;0;6;0;
Case18;2567520.0;3668940.0;Final Inspection Q.C.;Quality Check 1;2012/02/29 14:20:00.000;2012/02/29 15:00:00.000;000:40;557;Cable Head;ID4163;D;0;5;0;
Case18;2564820.0;3671640.0;Final Inspection Q.C.;Quality Check 1;2012/02/29 15:00:00.000;2012/02/29 15:45:00.000;000:45;557;Cable Head;ID4163;D;0;4;0;
Case18;2563680.0;3672780.0;Final Inspection Q.C.;Quality Check 1;2012/02/29 15:45:00.000;2012/02/29 16:12:00.000;000:27;557;Cable Head;ID4163;D;0;1;0;
Case18;2555880.0;3680580.0;Lapping - Machine 1;Machine 1 - Lapping;2012/02/29 16:04:00.000;2012/02/29 18:14:00.000;002:10;557;Cable Head;ID0998;D;24;0;0;
Case18;2535120.0;3701340.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/02/29 20:37:00.000;2012/03/01 04:07:00.000;007:30;557;Cable Head;ID4385;D;10;0;0;
Case18;2530620.0;3705840.0;Lapping - Machine 1;Machine 1 - Lapping;2012/03/01 00:00:00.000;2012/03/01 01:15:00.000;000:00;557;Cable Head;ID4882;D;0;0;0;
Case18;2520300.0;3716160.0;Lapping - Machine 1;Machine 1 - Lapping;2012/03/01 00:00:00.000;2012/03/01 01:15:00.000;000:00;557;Cable Head;ID4882;D;0;0;0;
Case18;2510760.0;3725700.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/03/01 04:20:00.000;2012/03/01 06:46:00.000;002:26;557;Cable Head;ID0420;D;7;0;0;
Case18;2501280.0;3735180.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/03/01 07:02:00.000;2012/03/01 15:57:00.000;008:55;557;Cable Head;ID4355;D;21;0;0;
Case18;2483220.0;3753240.0;Lapping - Machine 1;Machine 1 - Lapping;2012/03/01 09:24:00.000;2012/03/01 16:46:00.000;007:22;557;Cable Head;ID0998;D;45;0;0;
Case18;2474760.0;3761700.0;Final Inspection Q.C.;Quality Check 1;2012/03/01 13:20:00.000;2012/03/01 14:25:00.000;001:05;557;Cable Head;ID4163;D;47;0;0;
Case18;2448720.0;3787740.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/03/01 20:51:00.000;2012/03/02 06:33:00.000;009:42;557;Cable Head;ID4385;D;16;0;0;
Case18;2445120.0;3791340.0;Packing;Packing;2012/03/02 00:00:00.000;2012/03/02 01:00:00.000;000:00;557;Cable Head;ID4820;D;47;0;0;
Case18;2425140.0;3811320.0;Lapping - Machine 1;Machine 1 - Lapping;2012/03/02 00:00:00.000;2012/03/02 01:15:00.000;000:00;557;Cable Head;ID4882;D;0;0;0;
Case18;2403720.0;3832740.0;Lapping - Machine 1;Machine 1 - Lapping;2012/03/02 11:15:00.000;2012/03/02 12:30:00.000;000:00;557;Cable Head;ID0998;D;45;0;0;
Case18;2251560.0;3984900.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/03/03 22:12:00.000;2012/03/04 06:46:00.000;008:34;557;Cable Head;ID4445;D;22;0;0;
Case18;2248920.0;3987540.0;Final Inspection Q.C.;Quality Check 1;2012/03/04 07:00:00.000;2012/03/04 07:30:00.000;000:30;557;Cable Head;ID4163;D;0;8;0;
Case18;2238240.0;3998220.0;Lapping - Machine 1;Machine 1 - Lapping;2012/03/04 08:23:00.000;2012/03/04 11:34:00.000;003:11;557;Cable Head;ID0998;D;30;0;0;
Case18;2224320.0;4012140.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/03/04 10:28:00.000;2012/03/04 17:48:00.000;007:20;557;Cable Head;ID0420;D;20;0;0;
Case18;2212140.0;4024320.0;Final Inspection Q.C.;Quality Check 1;2012/03/04 14:20:00.000;2012/03/04 18:00:00.000;003:40;557;Cable Head;ID4163;D;0;0;0;
Case18;2212080.0;4024380.0;Grinding Rework - Machine 27;Machine 27 - Grinding;2012/03/04 16:56:00.000;2012/03/04 17:43:00.000;000:47;557;Cable Head;ID4528;D;0;0;0;
Case18;2211120.0;4025340.0;Lapping - Machine 1;Machine 1 - Lapping;2012/03/04 17:43:00.000;2012/03/04 17:44:00.000;000:01;557;Cable Head;ID0998;D;0;0;0;
Case18;2189520.0;4046940.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/03/04 20:09:00.000;2012/03/05 06:49:00.000;010:40;557;Cable Head;ID4355;D;29;0;0;
Case18;2185020.0;4051440.0;Lapping - Machine 1;Machine 1 - Lapping;2012/03/05 00:00:00.000;2012/03/05 01:15:00.000;000:00;557;Cable Head;ID4882;D;0;0;0;
Case18;2164980.0;4071480.0;Laser Marking - Machine 7;Machine 7- Laser Marking;2012/03/05 00:00:00.000;2012/03/05 01:15:00.000;000:00;557;Cable Head;ID4882;D;0;0;0;
Case18;2164260.0;4072200.0;Final Inspection Q.C.;Quality Check 1;2012/03/05 07:00:00.000;2012/03/05 08:40:00.000;001:40;557;Cable Head;ID4163;D;0;0;0;
Case18;2160060.0;4076400.0;Grinding Rework - Machine 27;Machine 27 - Grinding;2012/03/05 07:01:00.000;2012/03/05 17:12:00.000;010:11;557;Cable Head;ID4528;D;0;0;0;
Case18;2157120.0;4079340.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/03/05 07:17:00.000;2012/03/05 15:53:00.000;008:36;557;Cable Head;ID0420;D;20;0;0;
Case18;2143320.0;4093140.0;Lapping - Machine 1;Machine 1 - Lapping;2012/03/05 08:11:00.000;2012/03/05 11:39:00.000;003:28;557;Cable Head;ID0998;D;0;0;0;
Case18;2136300.0;4100160.0;Final Inspection Q.C.;Quality Check 1;2012/03/05 09:00:00.000;2012/03/05 12:50:00.000;003:50;557;Cable Head;ID4163;D;0;0;0;
Case18;2132340.0;4104120.0;Lapping - Machine 1;Machine 1 - Lapping;2012/03/05 13:22:00.000;2012/03/05 14:47:00.000;001:25;557;Cable Head;ID4882;D;65;0;0;
Case18;2127600.0;4108860.0;Final Inspection Q.C.;Quality Check 1;2012/03/05 14:50:00.000;2012/03/05 18:02:00.000;003:12;557;Cable Head;ID4163;D;0;0;0;
Case18;2124600.0;4111860.0;Lapping - Machine 1;Machine 1 - Lapping;2012/03/05 15:57:00.000;2012/03/05 17:12:00.000;000:00;557;Cable Head;ID4882;D;2;0;0;
Case18;2107140.0;4129320.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/03/05 20:10:00.000;2012/03/05 22:53:00.000;002:43;557;Cable Head;ID4355;D;8;0;0;
Case18;2087340.0;4149120.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/03/05 22:54:00.000;2012/03/06 04:23:00.000;005:29;557;Cable Head;ID4445;D;16;0;0;
Case18;2080380.0;4156080.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/03/06 04:24:00.000;2012/03/06 06:19:00.000;001:55;557;Cable Head;ID4355;S;1;0;0;
Case18;2078940.0;4157520.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/03/06 06:20:00.000;2012/03/06 06:43:00.000;000:23;557;Cable Head;ID4355;D;1;0;0;
Case18;2039400.0;4197060.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/03/06 15:50:00.000;2012/03/06 17:42:00.000;001:52;557;Cable Head;ID4385;D;4;0;0;
Case18;1992240.0;4244220.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/03/06 20:10:00.000;2012/03/07 06:48:00.000;010:38;557;Cable Head;ID4355;D;27;0;0;
Case18;1953360.0;4283100.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/03/07 06:58:00.000;2012/03/07 17:36:00.000;010:38;557;Cable Head;ID0420;D;26;0;0;
Case18;1933500.0;4302960.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/03/07 20:10:00.000;2012/03/07 23:07:00.000;002:57;557;Cable Head;ID4355;D;7;0;0;
Case18;1932420.0;4304040.0;Round Grinding - Machine 2;Machine 2 - Round Grinding;2012/03/07 23:08:00.000;2012/03/07 23:25:00.000;000:17;557;Cable Head;ID4355;D;2;0;0;
Case18;1516440.0;4720020.0;Grinding Rework - Machine 27;Machine 27 - Grinding;2012/03/12 17:30:00.000;2012/03/12 18:58:00.000;001:28;557;Cable Head;ID4528;D;0;0;0;
Case18;1008600.0;5227860.0;Final Inspection Q.C.;Quality Check 1;2012/03/18 13:20:00.000;2012/03/18 16:10:00.000;002:50;557;Cable Head;ID4163;D;0;0;0;
Case18;1007760.0;5228700.0;Grinding Rework - Machine 27;Machine 27 - Grinding;2012/03/18 16:02:00.000;2012/03/18 16:16:00.000;000:14;557;Cable Head;ID4528;D;0;0;0;
Case18;951120.0;5285340.0;Final Inspection Q.C.;Quality Check 1;2012/03/19 07:00:00.000;2012/03/19 08:00:00.000;001:00;557;Cable Head;ID4163;D;89;0;0;
Case18;889920.0;5346540.0;Packing;Packing;2012/03/20 00:00:00.000;2012/03/20 01:00:00.000;000:00;557;Cable Head;ID4820;D;89;0;0;
Case18;847320.0;5389140.0;Final Inspection Q.C.;Quality Check 1;2012/03/20 10:15:00.000;2012/03/20 12:50:00.000;002:35;557;Cable Head;ID4163;D;20;0;0;
Case18;803520.0;5432940.0;Packing;Packing;2012/03/21 00:00:00.000;2012/03/21 01:00:00.000;000:00;557;Cable Head;ID4820;D;20;0;0;
Case18;742260.0;5494200.0;Final Inspection Q.C.;Quality Check 1;2012/03/21 15:00:00.000;2012/03/21 18:01:00.000;003:01;557;Cable Head;ID4163;D;0;0;0;
Case18;689520.0;5546940.0;Final Inspection Q.C.;Quality Check 1;2012/03/22 07:30:00.000;2012/03/22 08:40:00.000;001:10;557;Cable Head;ID4163;D;0;0;0;
Case18;674520.0;5561940.0;Final Inspection Q.C.;Quality Check 1;2012/03/22 09:00:00.000;2012/03/22 12:50:00.000;003:50;557;Cable Head;ID4163;D;0;0;0;
Case18;655680.0;5580780.0;Final Inspection Q.C.;Quality Check 1;2012/03/22 13:20:00.000;2012/03/22 18:04:00.000;004:44;557;Cable Head;ID4163;D;0;0;0;
Case18;603120.0;5633340.0;Final Inspection Q.C.;Quality Check 1;2012/03/23 07:00:00.000;2012/03/23 08:40:00.000;001:40;557;Cable Head;ID4163;D;0;0;0;
Case18;596520.0;5639940.0;Final Inspection Q.C.;Quality Check 1;2012/03/23 09:00:00.000;2012/03/23 10:30:00.000;001:30;557;Cable Head;ID4163;D;0;0;0;
Case18;415320.0;5821140.0;Final Inspection Q.C.;Quality Check 1;2012/03/25 09:00:00.000;2012/03/25 12:50:00.000;003:50;557;Cable Head;ID4163;D;0;0;0;
Case18;405720.0;5830740.0;Final Inspection Q.C.;Quality Check 1;2012/03/25 13:20:00.000;2012/03/25 15:30:00.000;002:10;557;Cable Head;ID4163;D;0;0;0;
Case18;376260.0;5860200.0;Grinding Rework - Machine 27;Machine 27 - Grinding;2012/03/25 21:56:00.000;2012/03/25 23:41:00.000;001:45;557;Cable Head;ID4528;D;0;0;0;
Case18;309060.0;5927400.0;Grinding Rework - Machine 27;Machine 27 - Grinding;2012/03/26 18:06:00.000;2012/03/26 18:21:00.000;000:15;557;Cable Head;ID4528;D;0;0;0;
Case18;298140.0;5938320.0;Grinding Rework - Machine 27;Machine 27 - Grinding;2012/03/26 19:45:00.000;2012/03/26 21:23:00.000;001:38;557;Cable Head;ID4528;D;0;0;0;
Case18;254520.0;5981940.0;Final Inspection Q.C.;Quality Check 1;2012/03/27 09:00:00.000;2012/03/27 09:30:00.000;000:30;557;Cable Head;ID4163;D;130;0;0;
Case18;246720.0;5989740.0;Grinding Rework - Machine 27;Machine 27 - Grinding;2012/03/27 10:25:00.000;2012/03/27 11:40:00.000;000:00;557;Cable Head;ID4872;D;0;0;0;
Case18;231720.0;6004740.0;Grinding Rework - Machine 12;Machine 12 - Grinding;2012/03/27 14:20:00.000;2012/03/27 15:50:00.000;001:30;557;Cable Head;ID4872;D;0;0;0;
Case18;198720.0;6037740.0;Packing;Packing;2012/03/28 00:00:00.000;2012/03/28 01:00:00.000;000:00;557;Cable Head;ID4820;D;130;0;0;
Case18;50820.0;6185640.0;Final Inspection Q.C.;Quality Check 1;2012/03/29 17:00:00.000;2012/03/29 18:05:00.000;001:05;557;Cable Head;ID4163;D;0;0;0;
Case18;25920.0;6210540.0;Packing;Packing;2012/03/30 00:00:00.000;2012/03/30 01:00:00.000;000:00;557;Cable Head;ID4491;D;15;0;0;
Case18;0.0;6236460.0;Final Inspection Q.C.;Quality Check 1;2012/03/30 08:00:00.000;2012/03/30 08:12:00.000;000:12;557;Cable Head;ID4163;D;15;0;0;
Case182;6848580.0;180.0;Turning & Milling Q.C.;Quality Check 1;2012/01/09 11:08:00.000;2012/01/09 11:11:00.000;000:03;400;Ballnut;ID4618;D;0;0;0;
Case182;1900140.0;4948620.0;Grinding Rework - Machine 12;Machine 12 - Grinding;2012/03/06 16:05:00.000;2012/03/06 17:45:00.000;001:40;400;Ballnut;ID4528;D;0;0;0;
Case182;1816740.0;5032020.0;Final Inspection Q.C.;Quality Check 1;2012/03/07 15:45:00.000;2012/03/07 16:55:00.000;001:10;400;Ballnut;ID4618;D;5;1;0;
Case182;1812060.0;5036700.0;Turning & Milling Q.C.;Quality Check 1;2012/03/07 16:58:00.000;2012/03/07 18:13:00.000;000:00;400;Ballnut;ID4618;D;0;3;0;
Case182;1787640.0;5061120.0;Packing;Packing;2012/03/08 00:00:00.000;2012/03/08 01:00:00.000;000:00;400;Ballnut;ID4820;D;5;0;0;
Case182;1060320.0;5788440.0;Turning & Milling Q.C.;Quality Check 1;2012/03/16 11:01:00.000;2012/03/16 11:02:00.000;000:01;400;Ballnut;ID4618;D;2;0;0;
Case182;749940.0;6098820.0;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;2012/03/20 00:00:00.000;2012/03/20 01:15:00.000;000:00;400;Ballnut;ID0937;D;5;0;0;
Case182;261240.0;6587520.0;Laser Marking - Machine 7;Machine 7- Laser Marking;2012/03/25 15:45:00.000;2012/03/25 17:00:00.000;000:00;400;Ballnut;ID0998;D;2;0;0;
Case182;115200.0;6733560.0;Lapping - Machine 1;Machine 1 - Lapping;2012/03/27 09:33:00.000;2012/03/27 09:34:00.000;000:01;400;Ballnut;ID4882;D;0;0;0;
Case182;84780.0;6763980.0;Turning & Milling Q.C.;Quality Check 1;2012/03/27 10:04:00.000;2012/03/27 18:01:00.000;007:57;400;Ballnut;ID4618;D;0;0;0;
Case182;59640.0;6789120.0;Packing;Packing;2012/03/28 00:00:00.000;2012/03/28 01:00:00.000;000:00;400;Ballnut;ID4820;D;2;0;0;
Case182;12060.0;6836700.0;Round Grinding - Machine 3;Machine 3 - Round Grinding;2012/03/28 13:56:00.000;2012/03/28 14:13:00.000;000:17;400;Ballnut;ID4872;D;2;0;0;
Case182;0.0;6848760.0;Final Inspection Q.C.;Quality Check 1;2012/03/28 14:19:00.000;2012/03/28 17:34:00.000;003:15;400;Ballnut;ID4618;D;2;0;0;Y
Case185;7543500.0;4500.0;Turning & Milling - Machine 10;Machine 10 - Grinding;2012/01/03 00:00:00.000;2012/01/03 01:15:00.000;000:00;17;Cable Head;ID4132;D;2;0;0;
Case185;7394940.0;153060.0;Grinding Rework - Machine 27;Machine 27 - Grinding;2012/01/04 16:59:00.000;2012/01/04 18:31:00.000;001:32;17;Cable Head;ID4528;D;0;0;0;
Case185;7375200.0;172800.0;Packing;Packing;2012/01/05 00:00:00.000;2012/01/05 01:00:00.000;000:00;17;Cable Head;ID4820;D;5;0;0;
